"X2 ، حتى Xm.","X2, up to Xm.",,,,,,,,
ويطلب منك العثور على شيء مثير للاهتمام حول البيانات.,And you're asked to find something interesting about the data.,,,,,,,,
"آه ، إذن أول خوارزمية تعلم غير خاضعة للإشراف سنتحدث عنها","Uh, so the first unsupervised learning algorithm we'll talk about",,,,,,,,
هي التجميع الذي يتم فيه توفير مجموعة بيانات مثل هذه,"is clustering in which given a dataset like this,",,,,,,,,
"، ونأمل أن يكون لدينا خوارزمية يمكنها","hopefully, we can have an algorithm that can figure",,,,,,,,
اكتشاف أن مجموعة البيانات هذه بها مجموعتان منفصلتان.,out that this dataset has two separate clusters.,,,,,,,,
أممم ولذا فإن أحد أكثر استخدامات التكتل هو أه تجزئة السوق.,"Um, and so one of the most common uses of clustering is, uh, market segmentation.",,,,,,,,
"إذا كان لديك موقع ويب ،","If you have a website,",,,,,,,,
"كما تعلم ، يبيع الأشياء عبر الإنترنت ،","you know, selling things online,",,,,,,,,
فلديك قاعدة بيانات ضخمة للعديد من المستخدمين المختلفين وتقوم بتشغيل المجموعات,you have a huge database of many different users and run clustering,,,,,,,,
"لتحديد قطاعات السوق المختلفة ، أليس كذلك؟","to decide what are the different market segments, right?",,,,,,,,
"لذلك قد يكون هناك ، كما تعلم ،","So there may be, you know,",,,,,,,,
"أشخاص من فئة عمرية معينة ، من جنس معين ،","people of a certain age range, of a certain gender,",,,,,,,,
"وأشخاص من فئة عمرية مختلفة ،","people of a different age range,",,,,,,,,
"ومستوى تعليمي مختلف ،","different level of education,",,,,,,,,
وأشخاص يعيشون في الساحل الشرقي مقابل الساحل الغربي مقابل أجزاء أخرى من البلاد.,people that live in the East Coast versus West Coast versus other parts of the country.,,,,,,,,
لكن بالتجمع يمكنك تجميع الناس في,"But by clustering you can group people into,",,,,,,,,
"أه مجموعات مختلفة ، أليس كذلك؟","uh, different groups, right?",,,,,,,,
"لذا ، أود أن أريكم رسمًا متحركًا لخوارزمية التجميع","So, um, I want to show you an animation of, um,",,,,,,,,
الأكثر استخدامًا والتي,"really the most commonly used er,",,,,,,,,
تسمى مجموعة الوسائل k.,"er, clustering algorithm called k-means clustering.",,,,,,,,
واسمحوا لي أن أريكم رسمًا متحركًا لما تعنيه k,And let me show you an animation of what k-means does and,,,,,,,,
ثم سنكتب - نكتب الرياضيات والحساب - ونخبرك كيف يمكنك تنفيذها.,then we'll write- write out the math an- an- and tell you how you can implement it.,,,,,,,,
"حسنًا ، لنفترض أنك قدمت بيانات مثل هذه.","So, um, let's say you're given data like this.",,,,,,,,
لذلك كل هذه أمثلة غير مسماة.,So all these are unlabeled examples.,,,,,,,,
"آه ، لقد تم رسم x هنا فقط.","Uh, so just x plotted here.",,,,,,,,
ونريد خوارزمية لمحاولة إيجاد المجموعتين هنا.,And we want an algorithm to try to find maybe the two clusters here.,,,,,,,,
"أه ، الخطوة الأولى من الوسائل k هي اختيار","Uh, the first step of k-means is to pick two points",,,,,,,,
"نقطتين يُشار إليهما بواسطة المحصولين - تقاطعات تسمى النقط الوسطى العنقودية ،","denoted by the two crop- two crosses called cluster centroids and,",,,,,,,,
"وأه ، فإن النقط الوسطى العنقودية هي أفضل تخمين لك","uh, the cluster centroids are your best guess for",,,,,,,,
لمكان مراكز المجموعتين التي تحاول العثور عليها  .,where the centers of the two clusters you're trying to find.,,,,,,,,
ومن ثم فإن k-mean هي خوارزمية تكرارية وتقوم بشكل متكرر بأمرين.,And then k-means is an iterative algorithm and repeatedly you do two things.,,,,,,,,
أول شيء هو الاطلاع على كل من الأمثلة التدريبية الخاصة بك.,"So first thing is, go through each of your training examples.",,,,,,,,
انا اسف.  حسنا.  شكرا لك. ,Oh I'm sorry. Oh okay. Thank you.,,,,,,,,
حسنا.  اسمحوا لي أن أعرف إذا حدث ذلك مرة أخرى.,All right. Let me know if that happens again.,,,,,,,,
"تمام.  حق.  إذن ، آه ، لقد رأيتم ذلك يا رفاق ، أليس كذلك؟","Okay. Right. So, uh, you guys saw that, right?",,,,,,,,
وبالتالي.  حق بالقرب من اثنين النقطه الوسطى العنقودية.,So. Right near two cluster centroids.,,,,,,,,
"لذا فإن أول شيء تفعله هو الاطلاع على كل من الأمثلة التدريبية الخاصة بك ،","So the first thing you do is go through each of your training examples,",,,,,,,,
النقاط الخضراء ولكل منها تقوم بتلوينها إما باللون الأحمر,the green dots and for each of them you color them either red,,,,,,,,
أو الأزرق اعتمادًا على النقطة المركزية العنقودية الأقرب.,or blue depending on which is the closer cluster centroid.,,,,,,,,
لذلك أخذنا هنا كل نقطة وقمنا بتلوينها باللون الأحمر أو الأزرق,So here we've taken every dot and colored it in red or blue,,,,,,,,
اعتمادًا على الجانب الذي توجد فيه - أي النقطه الوسطى العنقودية هي الأقرب إليها.,depending on which side it is- which cluster centroid it's closer to.,,,,,,,,
"ثم ، آه ، الشيء الثاني الذي تفعله ، آه ، هو ،","And then, uh, the second thing you do, uh, is,",,,,,,,,
"آه ، انظر إلى جميع النقاط الزرقاء وحساب المتوسط ، أليس كذلك؟","uh, look at all the blue dots and compute the average, right?",,,,,,,,
ما عليك سوى العثور على متوسط كل النقاط الزرقاء,"Just find the mean of all the blue dots,",,,,,,,,
"، وتحريك النقطه الوسطى العنقودية الزرقاء هناك.","um, and move the blue cluster centroid there.",,,,,,,,
"وبالمثل ، انظر إلى جميع النقاط الحمراء- وانظر إلى النقاط الحمراء فقط","And similarly, look at all the red dots- and look at only the red dots",,,,,,,,
وابحث عن وسيلة لإيجاد- أوه الآن ما الخطأ في هذا؟,and find a mean- finding the- oh now what's wrong with this?,,,,,,,,
دعنا نقول- هذا الشيء رغم أنه غريب للغاية.,Let's say- oh this thing though is very strange.,,,,,,,,
"حق.  على ما يبدو ، إذا واصلت تحريك الماوس ،","Right. Apparently, if I keep moving my mouse,",,,,,,,,
فلن أفعل ذلك.  حسنا.  شكرا لك. ,it doesn't do that. All right. Thank you.,,,,,,,,
"أه ، ثم ابحث عن متوسط كل النقاط الحمراء وحرك","Uh, and then find the mean of all the red dots and move your,",,,,,,,,
النقطه الوسطى العنقودية الحمراء هناك.,"uh, red cluster centroid there.",,,,,,,,
"لذا اسمحوا لي أن أفعل ذلك ، أليس كذلك؟","So let me do that, right?",,,,,,,,
"لذا فإن النقط الوسطى العنقودية تتحرك على النحو التالي ، أم ،","So the cluster centroids move as follows, um,",,,,,,,,
إلى متوسط النقاط الحمراء والزرقاء وهذا,to the mean of the red and the blue dots and this is,,,,,,,,
"مجرد متوسط حسابي قياسي ، أليس كذلك؟","just a standard arithmetic average, right?",,,,,,,,
"آه ، ثم تكرر مرة أخرى حيث","Uh, and then you repeat again where you, er,",,,,,,,,
تنظر إلى كل نقطة وتلونها إما باللون الأحمر أو,look at each of the dots and color it either red or,,,,,,,,
الأزرق اعتمادًا على المجموعة النقطية المركزية الأقرب.,blue depending on which cluster centroid is closer.,,,,,,,,
لذلك عندما أقوم بإعادة تلوين كل نقطة بناءً على,"So when I recolor every point based on,",,,,,,,,
"ما هو أقرب ،","you know, what's closer,",,,,,,,,
"إذن هذه هي مجموعة الألوان الجديدة ، أليس كذلك؟","so that's the new set of colors, right?",,,,,,,,
"أم ، ثم الجزء الثاني من الخوارزمية كان","Um, and then the second part of the algorithm was",,,,,,,,
"ينظر مرة أخرى إلى النقاط الزرقاء ، والعثور على الوسط ،","again look at the blue dots, find the mean,",,,,,,,,
"والنظر إلى النقاط الحمراء ، والعثور على المتوسط ،","look at the red dots, find the mean,",,,,,,,,
ثم تحريك النقط الوسطى العنقودية.,and then move the cluster centroids over.,,,,,,,,
"[ضوضاء] معذرة ، آه","[NOISE] Excuse me, uh,",,,,,,,,
"، لهذا يعني ، حسنًا؟","to that mean, okay?",,,,,,,,
"حسنًا ، وهكذا ،","Um, and so, er,",,,,,,,,
"واتضح أنه إذا واصلت تشغيل الخوارزمية ، فلن يتغير شيء.","and it turns out if you keep running the algorithm, nothing changes.",,,,,,,,
لذا فقد تقاربت الخوارزمية.,So the algorithm has converged.,,,,,,,,
لذلك إذا نظرت إلى هذه الصورة وقمت بتلوين كل نقطة بشكل متكرر باللون,So if you look at this picture and you repeatedly color each point,,,,,,,,
"الأحمر أو الأزرق اعتمادًا على النقطه الوسطى العنقودية الأقرب ، فلن يتغير شيء.","red or blue depending on which cluster centroid is closer, nothing changes.",,,,,,,,
وأنت تنظر بشكل متكرر إلى كل مجموعة من مجموعتي,And you repeatedly look at each of the two clusters of color dots,,,,,,,,
"النقاط اللونية وتحسب متوسطًا وتحرك المجموعات العنقودية هناك ، فلا شيء يتغير.","and compute a mean and move the clu- clu- clusters there, nothing changes.",,,,,,,,
"لذا فإن هذه الخوارزمية قد تقاربت حتى لو واصلت تشغيل هاتين الخطوتين ، حسنًا؟","So this algorithm has converged even if you keep on running these two steps, okay?",,,,,,,,
"لذا اممم ، دعونا نرى.","So um, let's see.",,,,,,,,
دعنا نكتب في الرياضيات ما فعلناه للتو.,Let's write down in math what we just did.,,,,,,,,
"[ضوضاء] حسنًا.  إذن هذه ،","[NOISE] All right. So this is,",,,,,,,,
"أم ، خوارزمية التجميع وبالتحديد هذه خوارزمية التجميع k-mean.","um, a clustering algorithm and specifically this is a k-means clustering algorithm.",,,,,,,,
لذا فإن مجموعة البيانات الخاصة بك الآن لا تأتي مع أي تسميات.,So your dataset now does not come with any labels.,,,,,,,,
"أم ، وهكذا في ، أه ،","Um, and so in, uh,",,,,,,,,
"ك ، يعني ، الخطوة الأولى ، أه ،","k-means, step one is, uh,",,,,,,,,
"تهيئة النقط الوسطى العنقودية ، أليس كذلك؟","initialize the cluster centroids, right?",,,,,,,,
"سأسميهم Mu_1 حتى Mu_k ، آه ، بشكل عشوائي ، حسنًا؟","I'm gonna call them Mu_1 up to Mu_k, uh, randomly, okay?",,,,,,,,
كانت هذه خطوة حيث تسقط الصليب الأحمر والصليب الأزرق.,So this was a step where you plop down the red cross and the blue cross.,,,,,,,,
"آه ، وعندما فعلوا ذلك على PowerPoint ، كما تعلم ،","Uh, and when they did it on the PowerPoints, you know,",,,,,,,,
فعلت ذلك كما لو كنا نختار هذه فقط كمتجهات عشوائية.,I did it as if we're just choosing these as random vectors.,,,,,,,,
"من الناحية العملية ، هناك طريقة جيدة لـ- في الواقع الطريقة الأكثر شيوعًا",In practice a good way of the- actually the most common way,,,,,,,,
"لاختيار مجموعة مركزية أولية عشوائية ليست تمامًا ما أظهرته ،","to select a random initial cluster centroid isn't quite what I showed,",,,,,,,,
هي اختيار أمثلة من مجموعة التدريب الخاصة بك,is to actually pick k examples out of your training set and just,,,,,,,,
"وتعيين النقط الوسطى العنقودية لتكون مساوية لـ k  تم اختيار الأمثلة بشكل عشوائي ، أليس كذلك؟","set the cluster centroids to be equal to k randomly chosen the examples, right?",,,,,,,,
"لذلك في مساحة منخفضة الأبعاد مثل مخطط ثنائي الأبعاد ،","So in a low-dimensional space like a 2D plot,",,,,,,,,
"كما تعلم ، يمكنك القيام به على الرسم التخطيطي ،","you know, you can do on the diagram,",,,,,,,,
"لا يهم حقًا ولكن عندما تعمل بمجموعات بيانات عالية الأبعاد ،","it doesn't really matter but when you work with very high dimensional datasets,",,,,,,,,
"فإن الطريقة الأكثر شيوعًا لتهيئة هذه هي الاختيار ، أنت  تعرف ،","the more common way to initialize these is just pick, you know,",,,,,,,,
ك أمثلة التدريب وتعيين النقط الوسطى العنقودية,k training examples and set the cluster centroids to be,,,,,,,,
لتكون بالضبط موقع تلك الأمثلة.,at exactly the location of those examples.,,,,,,,,
ولكن بعد ذلك المساحات المنخفضة الأبعاد - كما تعلمون,"But then low dimensionless spaces it- it- you know,",,,,,,,,
#NAME?,it doesn't make a big difference.,,,,,,,,
"اممم ، ثم تكرر بعد ذلك حتى التقارب.","Um, and then next you repeat until convergence.",,,,,,,,
"اممم ، الخطوة الأولى هي-","Um, step one is-",,,,,,,,
أليس كذلك؟  إذن هذا - حسنًا,right? So this is a- well,,,,,,,,
"الآن سأكتب هذا فقط ،","now I'll just write this down,",,,,,,,,
"حسنًا؟  اممم ، فهل هذا منطقي؟","okay? Um, so does that make sense?",,,,,,,,
لذا فإن الخطوتين اللتين ستتبادلانهما بين الخطوة الأولى,So the two steps you would alternate between the first one,,,,,,,,
يتم تعيينهما Ci لكل قيمة i.,is set Ci for every value of i.,,,,,,,,
"لذلك في كل مثال ، قم","So for every example,",,,,,,,,
"بتعيين Ci يساوي ، كما تعلم ،","set Ci equal to, you know,",,,,,,,,
إما 1 أو 2 اعتمادًا على ما إذا كان,"either 1 or 2 depending on whether, er,",,,,,,,,
"هذا المثال Xi أقرب إلى المجموعة النقطية الوسطى أو المجموعة النقطية الوسطى ، أليس كذلك؟","that example Xi is closer to cluster centroid one or cluster centroid two, right?",,,,,,,,
لذا جو- فقط خذ كل نقطة ولون إما باللون الأحمر أو الأزرق.,So ju- just take each point and color either red or blue.,,,,,,,,
"أه ، أو قدم ذلك عن طريق تعيين Ci يساوي 1 أو 2 ،","Uh, or and represent that by setting Ci equals 1 or 2,",,,,,,,,
"إيه ، إذا كان لديك مجموعتان.","er, if you have two clusters.",,,,,,,,
"إذا كان k يساوي 2 ، أليس كذلك؟  آه أجل. ","If k is equal to 2, right? Oh yeah.",,,,,,,,
[غير مسموع],[inaudible],,,,,,,,
"أوه.  إيه ، الملاحظات تقول أن معيار L1 تربيع؟","Oh. Er, the notes say L1 norm squared?",,,,,,,,
من هذا الصباح؟,From this morning?,,,,,,,,
أه ما هي الملاحظات التي تم إرسالها هذا الصباح؟,"Uh, what notes were sent out this morning?",,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
أوه هذا أحمر.  لا ينبغي أن تكون قاعدة L1.,Oh that's red. It shouldn't be L1 norm.,,,,,,,,
"أه ، إذا كانت تقول معيار L1 ،","Uh, if it says L1 norm,",,,,,,,,
فهذا خطأ.  اسف بشأن ذلك. ,that's a mistake. Sorry about that.,,,,,,,,
"Er ، ولكن عادةً ، يتضح ما إذا كنت تستخدم","Er, but usually- an- and it turns out whether you use",,,,,,,,
معيار L2 ومعيار L2 تربيعًا,L2 norm and L2 norm squared that gives you,,,,,,,,
يعطيك نفس الإجابة لأن الخوارزمية هي نفسها في كلتا الحالتين.,the same answer because the algorithm is the same either way.,,,,,,,,
ولكن عادة - هل لدينا خطأ مطبعي في الملاحظات؟,But it is usually- do we have a typo on the notes?,,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
"حسنا أرى ذلك.  اها قد فهمت.  أوه ، أوه ، حسنًا.",Oh I see. Oh got it. Oh- oh- oh okay.,,,,,,,,
دعنا نقول في الملاحظات أننا كتبنا ذلك.,Let's say in notes we wrote that.,,,,,,,,
"تمام.  رائع.  لكن بشكل افتراضي ،","Okay. Cool. But by default,",,,,,,,,
"عندما نكتب هذا المعيار ، فإننا نستخدمه بالفعل - نعني معيار L2.",when we write that norm we actually use- we mean L2 norm.,,,,,,,,
"نعم صحيح؟  لكن افتراضيًا ، هذا هو معيار L2 لـ x إذا كان غير محدد.","Yeah, right? But by- by default this is the L2 norm of x if is unspecified.",,,,,,,,
"إذا كان هذا هو المعيار L1 ، فعادة نكتب هذا.","Er, if it's L1 norm, we usually write this.",,,,,,,,
لذا فإن معيار L2 أكثر شيوعًا ومع أو بدون المربع تحصل على نفس النتيجة.,So L2 norm is more common and with or without the square it you get the same result.,,,,,,,,
تمام.  رائع.  شكرا لك.  حسنا. ,Okay. Cool. Thank you. All right.,,,,,,,,
لذلك دعونا نلون النقاط.,So let's color the dots.,,,,,,,,
"اممم ، ارسم كل نقطة إما باللون الأحمر أو الأزرق.","Um, paint each dot either red or blue.",,,,,,,,
"أه ، ثم ، أم ، أه ،","Uh, and then, um, uh,",,,,,,,,
"لهذا ، أم ، هذه ،","for this, um, this is,",,,,,,,,
"كما تعلمون ، بعض الأمثلة الرئيسية ، وتأخذ","you know, some key examples and take",,,,,,,,
"كل الأمثلة المخصصة لمجموعة معينة ، أليس كذلك؟","all the examples assigned to a certain cluster, right?",,,,,,,,
تم تعيينه للمجموعة j وقم بتعيين Mu_j,Assigned to cluster j and set Mu_j to,,,,,,,,
ليكون متوسط جميع النقاط المخصصة لتلك المجموعة J. نعم.,be average of all the points assigned to that cluster J. Yeah.,,,,,,,,
[غير مسموع],[inaudible],,,,,,,,
"أوه بالتأكيد.  إيه ، لا هذا لا يعمل.","Oh sure. Er, no that does not work.",,,,,,,,
"آه ، كما تعلم ، لا أعتقد - لا أعرف إذا كان لدي - حسنًا.","Uh, you know, I don't think -I don't know if I have- all right.",,,,,,,,
"الآن ، بعد أن تعمل العلامات","Now, that the black markers are working,",,,,,,,,
"السوداء ، هذا أفضل؟","um, this is better?",,,,,,,,
"حسنًا ، دعني أحاول استخدام هذا؟",All right let me try to use this?,,,,,,,,
هل هناك جزء من هذا غير واضح؟,Is there a part of this that's unclear?,,,,,,,,
"إذا لم تتمكن من رؤية هذا الجزء ، فسأكتبه بشكل أكثر وضوحًا.","If this part you can't see, I'll write it out more clearly.",,,,,,,,
نعم فعلا.  تفضل.  دعنا نمضي قدما.,Yes. Go ahead. Let's go ahead.,,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
"بالطبع.  كيف أفعل ذلك ، الأضواء في الأمام؟","Oh sure. How I do it, lights in front?",,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
فهمتك.  دع النور يعبر إلى هناك. ,Got it. Let there be light.,,,,,,,,
حسنا.  رائع عظيم. ,All right. Awesome great.,,,,,,,,
"كان هذا طلبًا سهل الإرضاء ، عظيم ، كما تعلمون ، حسنًا.","That was an easy request to satisfy, great, you know, okay.",,,,,,,,
أعتقد أننا سننظر إليه في الواقع لمدة دقيقة أخرى.,I guess we'll actually look at it for another minute.,,,,,,,,
حسنا.  هل هذا مقبول؟  شكرا لك. ,All right. Is that okay? Thank you.,,,,,,,,
تمام.  لم يكن هذا جزءًا منه.,Okay. This wasn't part of it.,,,,,,,,
"تمام.  حسنا.  الآن ، يمكنني تحريكه لأعلى.","Okay. All right. Now, I can move it up.",,,,,,,,
[الضوضاء]. ,[NOISE].,,,,,,,,
"حسنا.  اممم ، لذلك اتضح ،","All right. Um, so it turns out that,",,,,,,,,
"أه ، أممم ، هذه الخوارزمية يمكن إثبات تقاربها.","uh, um, this algorithm can be proven to converge.",,,,,,,,
"اممم ، بالضبط سبب كتابتها في ملاحظات المحاضرة.","Um, the, exactly why it is written out in the lecture notes.",,,,,,,,
"لكن اتضح ، إذا كتبت هذا","But it turns out, if you write this as",,,,,,,,
"كدالة تكلفة ، أليس كذلك؟","a cost function, right?",,,,,,,,
"أم ، لذا فإن دالة التكلفة لمجموعة معينة من التخصيصات ، أه ،","Um, so the cost function for a certain set of assignments of, uh,",,,,,,,,
نقاط أمثلة,points of examples to cluster,,,,,,,,
للعنقود النقطية لمجموعة معينة من المواضع من النقط الوسطى العنقودية.,centroids and for a certain set of positions of the cluster centroids.,,,,,,,,
"لذا ، ج ، هذه هي التعيينات وهذه هي النقط الوسطى ، أليس كذلك؟","So, so c, these are the assignments and these are the centroids, right?",,,,,,,,
"إذن ، هذه التكلفة هنا هي مجموع مجموعة التدريب الخاصة بك","So, so this cost here is sum of your training",,,,,,,,
"على ما هي المسافة المربعة بين كل نقطة ،","set of what's the square distance between each point,",,,,,,,,
"والنقطة الوسطى للعنقود المخصصة لها ، أليس كذلك؟","and the cluster centroid it is assigned to, right?",,,,,,,,
"لذلك اتضح ، أم ،","So it turns out, um,",,,,,,,,
"أريد إثبات هذا ، آه ،","I want to prove this, uh,",,,,,,,,
تفاصيل أكثر قليلاً في ملاحظات المحاضرة لكنني سأثبت ذلك.,little bit more detail in lecture notes but I'm going to prove this.,,,,,,,,
"اتضح أنه في كل تكرار ،","It turns out that on every iteration,",,,,,,,,
ستؤدي الوسائل k إلى خفض دالة التكلفة هذه,"k-means would drive this cost function down,",,,,,,,,
"، وهكذا ، كما تعلمون ،","um, and so, you know,",,,,,,,,
"إلى ما بعد نقطة معينة ، وظيفة التكلفة هذه ،","beyond a certain point this cost function,",,,,,,,,
"لا يمكن أن تستمر حتى ،","it can't go even,",,,,,,,,
"لا يمكن أن تستمر ، آه ، أه  ، أي أقل.","it can't go, uh, uh, any lower.",,,,,,,,
"حسنًا ، هذا لا يمكن أن يكون أقل من 0 ، أليس كذلك؟","Well, this, this can't go below 0, right?",,,,,,,,
"وهذا يوضح أن k-mean يجب أن تتقارب ،","And so this shows that k-means must converge,",,,,,,,,
"أو على الأقل يجب أن تتقارب هذه الدالة لأنها ، آه ،","or at least this function must converge because it's, uh, a",,,,,,,,
دالة غير سالبة تمامًا تنخفض في كل تكرار.,strictly non-negative function that's going down on every iteration.,,,,,,,,
"لذا في مرحلة ما ، يجب أن يتوقف عن النزول ،","So at some point, it has to stop going down,",,,,,,,,
وبعد ذلك يمكنك التصريح بأن الوسائل k متقاربة.,and then you could declare k-means are converged.,,,,,,,,
"أممم ، من الناحية العملية ، إذا قمت بتشغيل k-mean في","Um, in practice, if you run k-means in a very,",,,,,,,,
مجموعة بيانات كبيرة جدًا جدًا,"very large data set,",,,,,,,,
"، فعندما تقوم برسم عدد التكرارات ،","then as you plot the number of iterations, uh,",,,,,,,,
"قد تنخفض اه ، j","j may go down,",,,,,,,,
"، وأنت تعلم ، وفقط","and you know, and,",,,,,,,,
,"and just because of,",,,,,,,,
"بسبب نقص  حساب أو قلة الصبر ،","a lack of compute or lack of patience,",,,,,,,,
قد تتوقف عن هذا الجري بعد فترة.,you might just stop this running after a while.,,,,,,,,
انها تنخفض ببطء شديد.,It is going down too slowly.,,,,,,,,
هذا نوع من الوسائل k عمليًا حيث,So that's sort of k-means in practice where maybe,,,,,,,,
"ربما لم تتقارب تمامًا ، لقد قطعناها وندعوها جيدة بما فيه الكفاية.","it hasn't totally converged, we just cut it off and call it good enough.",,,,,,,,
"أم ، الآن ، أه ، أه","Um, now, uh, uh,",,,,,,,,
"، السؤال الأكثر شيوعًا الذي أحصل عليه عن الوسائل k هو كيف تختار k؟",the most frequently asked question I get for k-means is how do you choose k?,,,,,,,,
اتضح أنه,"It turns out that, um,",,,,,,,,
"عندما أستخدم الوسائل k ،","when I use k-means,",,,,,,,,
ما زلت عادة أختار k باليد.,I still usually choose k by hand.,,,,,,,,
"وهكذا ، وهذا هو السبب.","And so, and, and this is why.",,,,,,,,
أيهما في التعلم غير الخاضع,"Which is in unsupervised learning,",,,,,,,,
"للإشراف ، أحيانًا يكون غامضًا ، أليس كذلك؟","um, sometimes it's just ambiguous, right?",,,,,,,,
كم عدد العناقيد هناك [ضوضاء].,How many clusters there are [NOISE].,,,,,,,,
"حق؟  مع مجموعة البيانات هذه ،","Right? Um, with this dataset,",,,,,,,,
"سيرى البعض منكم مجموعتين ،","some of you will see two clusters,",,,,,,,,
"وسيشاهد البعض منكم أربع مجموعات ،","and some of you will see four clusters,",,,,,,,,
وما هو العدد الصحيح من المجموعات غامض بطبيعته.,and it's just inherently ambiguous what is the right number of clusters.,,,,,,,,
لذلك هناك بعض الصيغ التي يمكنك العثور عليها عبر الإنترنت,"So there are some formulas you can find online,",,,,,,,,
"، مثل معايير AIC و BIC لاختيار عدد المجموعات تلقائيًا.",the criteria like AIC and BIC for automatically choosing the number of clusters.,,,,,,,,
"من الناحية العملية ، أميل إلى عدم استخدامها","In practice, I tend not to use them because, uh, um,",,,,,,,,
لأنني عادةً ما ألقي نظرة على تطبيق المصب لما تريد,I usually look at the downstream application of what you actually want,,,,,,,,
بالفعل استخدام الوسائل k من أجل اتخاذ قرار بشأن عدد المجموعات.,to use k-means for in order to make a decision on the number of clusters.,,,,,,,,
"على سبيل المثال ، إذا كنت تقوم بتجزئة السوق","So for example, if you're doing a market segmentation,",,,,,,,,
"، كما تعلم ، لأن المسوقين يريدون تصميم حملات تسويقية مختلفة ، أليس كذلك؟","um, you know, because your marketers want to design different marketing campaigns, right?",,,,,,,,
"بالنسبة لمجموعات مختلفة من المستخدمين ،","For different groups of users,",,,,,,,,
"قد يكون لدى جهات التسويق لديك النطاق الترددي لتصميم أربع حملات تسويقية منفصلة ،","then your marketers might have the bandwidth to design four separate marketing campaigns,",,,,,,,,
ولكن ليس 100 حملة تسويقية.,but not 100 marketing campaigns.,,,,,,,,
لذلك سيكون هذا سببًا جيدًا لاختيار أربع مجموعات بدلاً من 100 مجموعة.,So that would be a good reason to choose four clusters rather than 100 clusters.,,,,,,,,
"لذلك غالبًا ، آه ، آه ،","So it's often, uh, uh,",,,,,,,,
إذا نظرت إلى الغرض من ما تفعله من أجله.,if you look at the purpose of what you're doing this for.,,,,,,,,
اممم اعتقد في التمرين السابق,"Um, I think in the previous exercise,",,,,,,,,
اه في الواجب البيتي ترى اممم,"uh, in the homework, you see a, um,",,,,,,,,
ضغط الصور اه تمرين حيث تريد تجميع,"image compression, uh, exercise where you want to cluster,",,,,,,,,
اه الالوان في عدد اقل من العناقيد.,"uh, colors into smaller number of clusters.",,,,,,,,
أنت تنفذ هذا.  هذه في الواقع واحدة من أكثر التمارين متعة على ما أعتقد.,You implement this. This is actually one of the most fun exercises I think.,,,,,,,,
"أم ، أه ، أه ، هذا ، أه ،","Um, uh, uh, that, uh,",,,,,,,,
"أه ، ولكن هناك ، كما تعلم ، ستقول ، حسنًا ،","uh, but so there you'd, you know, be saying, well,",,,,,,,,
كم تريد ضغط الصورة لتحديد عدد المجموعات التي,"how much do you want to compress the image to decide how many clusters to,",,,,,,,,
"تريد استخدامها ، حسنًا؟","to try to use, okay?",,,,,,,,
"لذلك عادةً ما أختار عدد المجموعات ، كما تعلم ،","So I usually, um, pick the number of clusters, you know,",,,,,,,,
إما يدويًا أو بالنظر إلى ما تريد استخدام مجموعة الوسائل k من أجله.,either manually or looking at what you want to use k-means cluster for.,,,,,,,,
أمم عندما نحاول تجميع المقالات الإخبارية,"Um, when we're trying to cluster news articles, uh,",,,,,,,,
أه مثال أخبار Google,"the Google News example,",,,,,,,,
أعتقد أنني عرضته في المحاضرة الأولى.,I think I showed in the first lecture.,,,,,,,,
"أنت تقول ، حسنًا ، كم عدد المجموعات التي ستكون منطقية","You say, well, how many clusters is going to make sense for,",,,,,,,,
"بالنسبة إلى المقالات الإخبارية ، حسنًا؟","for, for news articles, okay?",,,,,,,,
"حسنا.  جيد جدا.  لذا ، آه ، أجل؟","All right. So good. So, uh, yeah?",,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
"بالطبع.  حسنًا ، تعثر الوسائل k على الحدود الدنيا المحلية.","Oh sure. Well, k-means get stuck on local minima.",,,,,,,,
"نعم ، تتعطل الوسائل k في نوع من الحدود الدنيا المحلية في بعض الأحيان.","Yes, k-means gets stuck on sort of local minima sometimes.",,,,,,,,
"وهكذا ، إذا كنت قلقًا بشأن الحدود الدنيا المحلية ،","And so, if you're worried about local minima,",,,,,,,,
"فإن الشيء الذي يمكنك فعله هو ، آه ،","the thing you can do is, uh,",,,,,,,,
"تشغيل يعني k ، على سبيل المثال ، 10 مرات ، أو 100 مرة ،","run k-means, say, 10 times, or 100 times,",,,,,,,,
أو 1000 مرة من التهيئة العشوائية المختلفة للنقاط المركزية العنقودية.,or 1000 times from different random initializations of the cluster centroids.,,,,,,,,
"ثم قم بتشغيلها ، كما تعلم ، قل 100 مرة","And then run it, you know, say 100 times, uh,",,,,,,,,
"، ثم اختر أيهما ينتج عنه أقل قيمة لدالة التكلفة هذه ، حسنًا؟","and then pick whichever run results in the lowest value for this cost function, okay?",,,,,,,,
"حسنا.  اممم ، لذا ستلعب بهذا أكثر","All right. Um, so you'll play with this more in, um,",,,,,,,,
في تمرين البرمجة.,"uh, in the programming exercise.",,,,,,,,
"الآن ،","Now, um, there's a,",,,,,,,,
